Sales Person,Geography,Product,Date,Amount,Customers,Boxes
Husein Augar,Canada,Fruit & Nut Bars,11/18/2021,11018.00,270,787
Husein Augar,New Zealand,85% Dark Bars,11/18/2021,4277.00,121,204
Jehu Rudeforth,Australia,Drinking Coco,11/18/2021,3367.00,330,154
Brien Boise,USA,Manuka Honey Choco,11/18/2021,1925.00,273,61
Andria Kimpton,UK,Caramel Stuffed Bars,11/18/2021,9590.00,212,384
Husein Augar,Australia,Mint Chip Choco,11/18/2021,13832.00,71,814
Camilla Castle,Australia,Orange Choco,11/18/2021,8134.00,46,814
Kelci Walkden,India,Almond Choco,11/19/2021,6685.00,50,335
Camilla Castle,USA,Choco Coated Almonds,11/19/2021,2142.00,128,134
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,11/19/2021,15407.00,32,701
Camilla Castle,UK,70% Dark Bites,11/19/2021,623.00,234,48
Brien Boise,UK,99% Dark & Pure,11/19/2021,1085.00,529,68
Ches Bonnell,Canada,70% Dark Bites,11/19/2021,2933.00,79,226
Karlen McCaffrey,New Zealand,Spicy Special Slims,11/22/2021,13860.00,177,693
Kelci Walkden,Canada,Orange Choco,11/22/2021,3787.00,126,316
Ches Bonnell,Canada,Eclairs,11/22/2021,1085.00,86,73
Karlen McCaffrey,New Zealand,70% Dark Bites,11/22/2021,16926.00,164,1302
Curtice Advani,UK,Mint Chip Choco,11/22/2021,3311.00,67,255
Camilla Castle,India,Choco Coated Almonds,11/22/2021,3360.00,66,160
Kelci Walkden,India,50% Dark Bites,11/22/2021,11683.00,230,1461
Andria Kimpton,New Zealand,Smooth Sliky Salty,11/23/2021,532.00,125,32
Brien Boise,India,Mint Chip Choco,11/23/2021,11466.00,21,637
Van Tuxwell,Canada,Smooth Sliky Salty,11/23/2021,574.00,316,34
Beverie Moffet,UK,99% Dark & Pure,11/23/2021,1547.00,128,68
Van Tuxwell,New Zealand,Peanut Butter Cubes,11/23/2021,6356.00,14,255
Curtice Advani,UK,Peanut Butter Cubes,11/23/2021,7833.00,77,357
Marney O'Breen,UK,Peanut Butter Cubes,11/23/2021,7280.00,179,331
Gigi Bohling,USA,Smooth Sliky Salty,11/23/2021,686.00,52,35
Van Tuxwell,India,After Nines,11/23/2021,4480.00,56,145
Rafaelita Blaksland,Australia,Drinking Coco,11/23/2021,4928.00,141,215
Oby Sorrel,Australia,Mint Chip Choco,11/23/2021,1687.00,16,106
Dotty Strutley,Australia,Manuka Honey Choco,11/23/2021,3738.00,335,139
Mallorie Waber,UK,Spicy Special Slims,11/23/2021,784.00,334,30
Dotty Strutley,New Zealand,White Choc,11/23/2021,231.00,61,17
Kelci Walkden,India,85% Dark Bars,11/23/2021,13825.00,129,865
Jehu Rudeforth,Australia,Mint Chip Choco,11/23/2021,10997.00,9,647
Curtice Advani,India,Almond Choco,11/23/2021,2569.00,207,136
Rafaelita Blaksland,Australia,Eclairs,11/23/2021,13958.00,188,997
Andria Kimpton,India,White Choc,11/23/2021,2905.00,432,171
Roddy Speechley,Australia,Organic Choco Syrup,11/24/2021,3801.00,233,132
Van Tuxwell,USA,Baker's Choco Chips,11/24/2021,14.00,526,1
Brien Boise,UK,Raspberry Choco,11/24/2021,70.00,194,5
Oby Sorrel,UK,Manuka Honey Choco,11/24/2021,5138.00,605,156
Wilone O'Kielt,Canada,Raspberry Choco,11/24/2021,2135.00,53,143
Brien Boise,New Zealand,Eclairs,11/25/2021,2331.00,41,146
Kelci Walkden,New Zealand,Organic Choco Syrup,11/25/2021,7707.00,61,249
Camilla Castle,Canada,Choco Coated Almonds,11/25/2021,9856.00,306,658
Oby Sorrel,India,Caramel Stuffed Bars,11/25/2021,6097.00,213,218
Oby Sorrel,UK,Eclairs,11/25/2021,245.00,269,18
Jan Morforth,Canada,Milk Bars,11/25/2021,8141.00,66,291
Curtice Advani,Australia,White Choc,11/25/2021,5656.00,20,566
Wilone O'Kielt,UK,Organic Choco Syrup,11/25/2021,7357.00,59,320
Jan Morforth,India,Fruit & Nut Bars,11/25/2021,833.00,23,84
Rafaelita Blaksland,Canada,Smooth Sliky Salty,11/25/2021,5299.00,41,408
Dotty Strutley,Australia,Fruit & Nut Bars,11/25/2021,1785.00,124,149
Wilone O'Kielt,USA,Choco Coated Almonds,11/26/2021,5670.00,328,270
Beverie Moffet,USA,99% Dark & Pure,11/26/2021,12810.00,196,610
Kelci Walkden,USA,70% Dark Bites,11/26/2021,11396.00,63,1140
Jehu Rudeforth,UK,Manuka Honey Choco,11/26/2021,707.00,81,23
Van Tuxwell,Australia,99% Dark & Pure,11/26/2021,2618.00,117,146
Wilone O'Kielt,India,70% Dark Bites,11/26/2021,8260.00,61,636
Roddy Speechley,Australia,Fruit & Nut Bars,11/26/2021,8120.00,342,625
Rafaelita Blaksland,USA,Almond Choco,11/26/2021,6713.00,111,448
Jan Morforth,India,White Choc,11/26/2021,22512.00,74,2047
Husein Augar,Australia,Spicy Special Slims,11/29/2021,1400.00,116,54
Roddy Speechley,New Zealand,70% Dark Bites,11/29/2021,1540.00,377,103
Van Tuxwell,Australia,Eclairs,11/29/2021,903.00,257,57
Kaine Padly,Canada,Raspberry Choco,11/29/2021,3857.00,311,227
Wilone O'Kielt,UK,50% Dark Bites,11/29/2021,840.00,120,60
Madelene Upcott,UK,Milk Bars,11/29/2021,119.00,271,5
Brien Boise,Australia,50% Dark Bites,11/29/2021,3500.00,391,270
Husein Augar,India,White Choc,11/29/2021,8435.00,35,938
Dennison Crosswaite,India,White Choc,11/29/2021,10640.00,137,819
Barr Faughny,USA,85% Dark Bars,11/29/2021,1155.00,256,49
Karlen McCaffrey,Canada,Eclairs,11/29/2021,133.00,33,7
Andria Kimpton,Australia,Fruit & Nut Bars,11/29/2021,14007.00,400,1274
Jan Morforth,India,50% Dark Bites,11/30/2021,10724.00,111,766
Kaine Padly,UK,Fruit & Nut Bars,11/30/2021,2611.00,108,201
Mallorie Waber,India,Almond Choco,11/30/2021,5663.00,23,334
Kelci Walkden,New Zealand,Eclairs,11/30/2021,12796.00,104,640
Jan Morforth,India,Baker's Choco Chips,11/30/2021,4571.00,139,305
Marney O'Breen,Australia,50% Dark Bites,11/30/2021,5866.00,219,652
Dennison Crosswaite,New Zealand,Raspberry Choco,11/30/2021,8309.00,102,554
Mallorie Waber,Australia,Smooth Sliky Salty,11/30/2021,8540.00,149,657
Jan Morforth,Australia,After Nines,11/30/2021,2310.00,76,83
Oby Sorrel,India,Fruit & Nut Bars,12/1/2021,2597.00,267,200
Dotty Strutley,Australia,After Nines,12/1/2021,2156.00,309,77
Roddy Speechley,India,Orange Choco,12/1/2021,826.00,76,76
Camilla Castle,Canada,Smooth Sliky Salty,12/1/2021,4004.00,131,267
Kaine Padly,New Zealand,Smooth Sliky Salty,12/1/2021,13636.00,161,650
Curtice Advani,Australia,50% Dark Bites,12/1/2021,3808.00,262,381
Gunar Cockshoot,India,Fruit & Nut Bars,12/1/2021,6076.00,234,608
Camilla Castle,USA,Spicy Special Slims,12/1/2021,9051.00,108,453
Kaine Padly,Canada,Baker's Choco Chips,12/1/2021,12124.00,98,1213
Oby Sorrel,New Zealand,Eclairs,12/2/2021,10094.00,87,594
Ches Bonnell,India,Organic Choco Syrup,12/2/2021,1771.00,105,58
Gunar Cockshoot,Australia,White Choc,12/2/2021,5474.00,13,498
Beverie Moffet,Canada,After Nines,12/3/2021,15701.00,179,655
Husein Augar,UK,99% Dark & Pure,12/3/2021,8813.00,305,441
Marney O'Breen,Australia,Drinking Coco,12/3/2021,2009.00,64,78
Van Tuxwell,India,Raspberry Choco,12/3/2021,8029.00,140,383
Barr Faughny,USA,After Nines,12/3/2021,5264.00,153,220
Dotty Strutley,UK,Fruit & Nut Bars,12/3/2021,2247.00,231,188
Jan Morforth,New Zealand,Raspberry Choco,12/3/2021,798.00,107,45
Madelene Upcott,Canada,White Choc,12/6/2021,2107.00,111,141
Dotty Strutley,Australia,70% Dark Bites,12/6/2021,8946.00,122,814
Gunar Cockshoot,Australia,Organic Choco Syrup,12/6/2021,2947.00,359,96
Jehu Rudeforth,New Zealand,Choco Coated Almonds,12/6/2021,12418.00,116,654
Husein Augar,USA,Fruit & Nut Bars,12/6/2021,5894.00,67,328
Madelene Upcott,USA,85% Dark Bars,12/7/2021,3171.00,101,145
Curtice Advani,USA,Organic Choco Syrup,12/7/2021,10458.00,27,419
Gunar Cockshoot,Australia,Eclairs,12/7/2021,420.00,120,27
Jan Morforth,Australia,Baker's Choco Chips,12/7/2021,1638.00,254,126
Kaine Padly,India,Eclairs,12/7/2021,8708.00,129,436
Beverie Moffet,Australia,Almond Choco,12/7/2021,5663.00,225,334
Husein Augar,Australia,Smooth Sliky Salty,12/7/2021,343.00,52,21
Mallorie Waber,USA,85% Dark Bars,12/7/2021,1351.00,14,68
Beverie Moffet,UK,Fruit & Nut Bars,12/7/2021,3346.00,143,305
Kaine Padly,India,70% Dark Bites,12/7/2021,7917.00,163,1131
Brien Boise,New Zealand,Raspberry Choco,12/7/2021,2527.00,275,115
Ches Bonnell,New Zealand,99% Dark & Pure,12/7/2021,6685.00,31,304
Brien Boise,New Zealand,Orange Choco,12/7/2021,5145.00,282,572
Curtice Advani,India,Manuka Honey Choco,12/7/2021,1260.00,104,47
Gigi Bohling,New Zealand,Caramel Stuffed Bars,12/7/2021,1344.00,304,54
Roddy Speechley,Canada,White Choc,12/7/2021,17437.00,23,1342
Husein Augar,Canada,Eclairs,12/7/2021,7658.00,195,404
Dennison Crosswaite,UK,99% Dark & Pure,12/7/2021,7784.00,8,390
Dotty Strutley,Australia,Raspberry Choco,12/7/2021,7889.00,24,416
Andria Kimpton,New Zealand,Peanut Butter Cubes,12/7/2021,5957.00,206,314
Madelene Upcott,India,50% Dark Bites,12/7/2021,2457.00,383,273
Mallorie Waber,USA,Smooth Sliky Salty,12/7/2021,11900.00,310,700
Wilone O'Kielt,New Zealand,Milk Bars,12/7/2021,5817.00,41,201
Mallorie Waber,India,Spicy Special Slims,12/7/2021,8778.00,121,352
Ches Bonnell,India,99% Dark & Pure,12/7/2021,819.00,386,49
Camilla Castle,India,Fruit & Nut Bars,12/7/2021,2121.00,287,152
Wilone O'Kielt,UK,Caramel Stuffed Bars,12/7/2021,5166.00,218,192
Beverie Moffet,India,Peanut Butter Cubes,12/8/2021,2296.00,145,121
Rafaelita Blaksland,Australia,Mint Chip Choco,12/8/2021,175.00,177,9
Marney O'Breen,USA,Smooth Sliky Salty,12/8/2021,9961.00,218,499
Kaine Padly,New Zealand,Organic Choco Syrup,12/8/2021,2513.00,39,84
Gigi Bohling,Canada,Orange Choco,12/8/2021,8239.00,582,1374
Karlen McCaffrey,New Zealand,Eclairs,12/8/2021,14532.00,179,1118
Dennison Crosswaite,New Zealand,Choco Coated Almonds,12/8/2021,3955.00,318,189
Dennison Crosswaite,USA,Caramel Stuffed Bars,12/8/2021,4186.00,53,150
Kelci Walkden,Australia,85% Dark Bars,12/8/2021,2156.00,184,120
Gunar Cockshoot,Australia,50% Dark Bites,12/8/2021,2317.00,10,194
Jan Morforth,New Zealand,85% Dark Bars,12/8/2021,861.00,361,48
Dennison Crosswaite,USA,Peanut Butter Cubes,12/8/2021,182.00,275,10
Andria Kimpton,Australia,White Choc,12/9/2021,9002.00,1,901
Kaine Padly,USA,70% Dark Bites,12/9/2021,2996.00,136,200
Oby Sorrel,India,Smooth Sliky Salty,12/9/2021,2653.00,194,133
Wilone O'Kielt,India,Milk Bars,12/9/2021,4648.00,247,194
Roddy Speechley,India,After Nines,12/9/2021,4410.00,144,147
Jehu Rudeforth,Canada,White Choc,12/9/2021,168.00,95,12
Oby Sorrel,Canada,Smooth Sliky Salty,12/9/2021,749.00,193,54
Kelci Walkden,New Zealand,White Choc,12/9/2021,8099.00,137,507
Andria Kimpton,New Zealand,Eclairs,12/9/2021,7378.00,22,568
Husein Augar,UK,Fruit & Nut Bars,12/10/2021,11683.00,1,974
Kelci Walkden,India,Smooth Sliky Salty,12/10/2021,6076.00,290,468
Jehu Rudeforth,Canada,70% Dark Bites,12/10/2021,1190.00,244,92
Jehu Rudeforth,Australia,Caramel Stuffed Bars,12/10/2021,5418.00,186,247
Marney O'Breen,New Zealand,Smooth Sliky Salty,12/10/2021,8624.00,65,454
Van Tuxwell,USA,Caramel Stuffed Bars,12/10/2021,4291.00,289,154
Dotty Strutley,India,Eclairs,12/13/2021,6636.00,185,350
Wilone O'Kielt,New Zealand,Smooth Sliky Salty,12/13/2021,6734.00,22,355
Marney O'Breen,Australia,99% Dark & Pure,12/13/2021,5327.00,201,222
Curtice Advani,UK,Raspberry Choco,12/13/2021,10927.00,42,521
Mallorie Waber,Canada,Drinking Coco,12/13/2021,1827.00,44,61
Beverie Moffet,UK,Spicy Special Slims,12/13/2021,9065.00,163,413
Kaine Padly,India,85% Dark Bars,12/13/2021,1645.00,117,69
Curtice Advani,UK,Fruit & Nut Bars,12/13/2021,6804.00,271,619
Jehu Rudeforth,Canada,99% Dark & Pure,12/13/2021,2933.00,68,163
Mallorie Waber,New Zealand,Fruit & Nut Bars,12/13/2021,18830.00,220,1108
Karlen McCaffrey,New Zealand,50% Dark Bites,12/13/2021,3311.00,223,237
Rafaelita Blaksland,Australia,50% Dark Bites,12/13/2021,6300.00,29,630
Jehu Rudeforth,UK,Smooth Sliky Salty,12/14/2021,11858.00,19,791
Barr Faughny,USA,70% Dark Bites,12/14/2021,6601.00,138,661
Jehu Rudeforth,USA,85% Dark Bars,12/14/2021,13251.00,61,663
Andria Kimpton,India,Organic Choco Syrup,12/14/2021,9422.00,25,410
Husein Augar,Canada,Smooth Sliky Salty,12/14/2021,6300.00,367,332
Wilone O'Kielt,Canada,50% Dark Bites,12/14/2021,18508.00,124,1683
Kelci Walkden,Australia,Smooth Sliky Salty,12/14/2021,15204.00,433,951
Wilone O'Kielt,Canada,Drinking Coco,12/14/2021,5327.00,66,191
Jan Morforth,Australia,Manuka Honey Choco,12/14/2021,14616.00,100,563
Camilla Castle,UK,Organic Choco Syrup,12/14/2021,11767.00,257,421
Husein Augar,Canada,50% Dark Bites,12/14/2021,4165.00,99,278
Gunar Cockshoot,USA,Drinking Coco,12/14/2021,3157.00,13,106
Curtice Advani,New Zealand,Smooth Sliky Salty,12/14/2021,2695.00,14,129
Gigi Bohling,Australia,Smooth Sliky Salty,12/14/2021,8274.00,17,518
Gigi Bohling,New Zealand,Smooth Sliky Salty,12/15/2021,14154.00,138,708
Andria Kimpton,Canada,50% Dark Bites,12/15/2021,4634.00,160,422
Camilla Castle,New Zealand,After Nines,12/15/2021,6657.00,265,209
Barr Faughny,India,85% Dark Bars,12/15/2021,20671.00,42,940
Mallorie Waber,New Zealand,After Nines,12/15/2021,3087.00,8,97
Brien Boise,UK,85% Dark Bars,12/15/2021,7462.00,42,393
Oby Sorrel,Canada,Spicy Special Slims,12/15/2021,9107.00,349,456
Jan Morforth,Canada,After Nines,12/15/2021,1722.00,147,72
Marney O'Breen,UK,Caramel Stuffed Bars,12/15/2021,6622.00,32,276
Oby Sorrel,UK,99% Dark & Pure,12/15/2021,13090.00,134,689
Wilone O'Kielt,UK,Peanut Butter Cubes,12/15/2021,15925.00,115,759
Dotty Strutley,USA,Spicy Special Slims,12/15/2021,3248.00,252,121
Kelci Walkden,Australia,Almond Choco,12/15/2021,9338.00,48,406
Karlen McCaffrey,New Zealand,Milk Bars,12/15/2021,5516.00,145,230
Mallorie Waber,USA,Almond Choco,12/15/2021,4291.00,147,187
Curtice Advani,New Zealand,Choco Coated Almonds,12/15/2021,917.00,35,62
Roddy Speechley,India,50% Dark Bites,12/15/2021,8323.00,149,555
Jehu Rudeforth,New Zealand,50% Dark Bites,12/15/2021,1722.00,60,123
Andria Kimpton,Australia,Eclairs,12/15/2021,2695.00,168,180
Jan Morforth,USA,Eclairs,12/15/2021,5236.00,53,250
Brien Boise,India,Manuka Honey Choco,12/15/2021,2555.00,115,83
Madelene Upcott,India,Smooth Sliky Salty,12/15/2021,3885.00,43,243
Karlen McCaffrey,Australia,Almond Choco,12/15/2021,5026.00,340,315
Curtice Advani,Canada,Raspberry Choco,12/15/2021,3514.00,148,196
Marney O'Breen,UK,50% Dark Bites,12/15/2021,2002.00,40,201
Dotty Strutley,Canada,Manuka Honey Choco,12/15/2021,5894.00,9,219
Ches Bonnell,Australia,Milk Bars,12/15/2021,3073.00,299,106
Curtice Advani,New Zealand,Raspberry Choco,12/15/2021,7049.00,178,371
Jehu Rudeforth,India,Almond Choco,12/15/2021,3654.00,414,215
Camilla Castle,India,Milk Bars,12/15/2021,8610.00,27,278
Kaine Padly,Australia,Spicy Special Slims,12/16/2021,1323.00,111,56
Oby Sorrel,India,50% Dark Bites,12/16/2021,6636.00,19,443
Gunar Cockshoot,New Zealand,Raspberry Choco,12/16/2021,7427.00,164,437
Kelci Walkden,Australia,Baker's Choco Chips,12/16/2021,2863.00,90,205
Marney O'Breen,India,Organic Choco Syrup,12/16/2021,3206.00,60,104
Jehu Rudeforth,UK,Organic Choco Syrup,12/16/2021,84.00,101,4
Marney O'Breen,Australia,Eclairs,12/17/2021,5131.00,278,257
Dotty Strutley,UK,Spicy Special Slims,12/17/2021,12068.00,206,549
Mallorie Waber,Canada,Choco Coated Almonds,12/17/2021,5824.00,325,364
Kelci Walkden,Australia,Choco Coated Almonds,12/17/2021,3283.00,455,219
Ches Bonnell,India,Smooth Sliky Salty,12/17/2021,2030.00,409,120
Dotty Strutley,USA,70% Dark Bites,12/17/2021,7294.00,276,730
Van Tuxwell,Canada,70% Dark Bites,12/17/2021,966.00,81,69
Wilone O'Kielt,New Zealand,99% Dark & Pure,12/17/2021,9303.00,35,490
Madelene Upcott,New Zealand,Smooth Sliky Salty,12/17/2021,5936.00,212,330
Jan Morforth,USA,50% Dark Bites,12/17/2021,6839.00,318,622
Van Tuxwell,India,Peanut Butter Cubes,12/17/2021,14980.00,519,652
Andria Kimpton,New Zealand,Milk Bars,12/17/2021,4277.00,97,159
Kaine Padly,USA,Manuka Honey Choco,12/17/2021,2415.00,472,76
Oby Sorrel,Canada,Raspberry Choco,12/17/2021,5194.00,346,289
Van Tuxwell,Australia,White Choc,12/17/2021,7007.00,58,637
Camilla Castle,UK,Caramel Stuffed Bars,12/17/2021,6545.00,232,262
Gigi Bohling,India,Manuka Honey Choco,12/17/2021,917.00,159,28
Mallorie Waber,India,Smooth Sliky Salty,12/17/2021,644.00,202,33
Jehu Rudeforth,India,Smooth Sliky Salty,12/17/2021,5719.00,278,286
Rafaelita Blaksland,UK,50% Dark Bites,12/17/2021,6748.00,418,750
Ches Bonnell,India,Peanut Butter Cubes,12/20/2021,896.00,205,50
Van Tuxwell,Canada,White Choc,12/20/2021,2639.00,266,156
Wilone O'Kielt,UK,Baker's Choco Chips,12/20/2021,364.00,65,23
Dotty Strutley,UK,Mint Chip Choco,12/20/2021,1428.00,12,96
Wilone O'Kielt,UK,Mint Chip Choco,12/20/2021,4466.00,83,249
Rafaelita Blaksland,USA,After Nines,12/20/2021,1442.00,155,52
Van Tuxwell,New Zealand,Choco Coated Almonds,12/20/2021,5355.00,425,255
Van Tuxwell,USA,50% Dark Bites,12/20/2021,3815.00,583,477
Rafaelita Blaksland,UK,Orange Choco,12/20/2021,12614.00,242,901
Wilone O'Kielt,India,Eclairs,12/20/2021,623.00,296,30
Gigi Bohling,India,Milk Bars,12/20/2021,4466.00,8,179
Marney O'Breen,India,Choco Coated Almonds,12/20/2021,7049.00,476,336
Van Tuxwell,UK,Choco Coated Almonds,12/20/2021,11221.00,461,661
Gigi Bohling,New Zealand,Fruit & Nut Bars,12/20/2021,10521.00,231,585
Ches Bonnell,New Zealand,70% Dark Bites,12/20/2021,14007.00,187,1078
Jehu Rudeforth,India,85% Dark Bars,12/20/2021,10507.00,117,657
Barr Faughny,UK,Peanut Butter Cubes,12/20/2021,6874.00,50,362
Dennison Crosswaite,UK,Eclairs,12/20/2021,9184.00,83,707
Rafaelita Blaksland,Canada,Drinking Coco,12/20/2021,10542.00,205,440
Brien Boise,Canada,Milk Bars,12/20/2021,5292.00,200,183
Husein Augar,Canada,Manuka Honey Choco,12/20/2021,11193.00,397,386
Kelci Walkden,New Zealand,70% Dark Bites,12/20/2021,686.00,108,46
Dennison Crosswaite,Australia,85% Dark Bars,12/20/2021,14343.00,285,755
Roddy Speechley,India,Almond Choco,12/20/2021,17388.00,142,870
Rafaelita Blaksland,Canada,Organic Choco Syrup,12/21/2021,3094.00,197,104
Mallorie Waber,India,85% Dark Bars,12/21/2021,3787.00,414,165
Andria Kimpton,New Zealand,50% Dark Bites,12/21/2021,3752.00,285,417
Wilone O'Kielt,India,Organic Choco Syrup,12/21/2021,1197.00,229,40
Kaine Padly,New Zealand,Peanut Butter Cubes,12/21/2021,7364.00,12,410
Van Tuxwell,India,Drinking Coco,12/21/2021,1841.00,13,84
Oby Sorrel,India,Spicy Special Slims,12/21/2021,3836.00,61,148
Ches Bonnell,Canada,Raspberry Choco,12/21/2021,3871.00,231,204
Madelene Upcott,Australia,Drinking Coco,12/21/2021,1218.00,93,46
Jan Morforth,Canada,50% Dark Bites,12/21/2021,7168.00,133,512
Oby Sorrel,Canada,Choco Coated Almonds,12/21/2021,1015.00,89,64
Husein Augar,USA,Orange Choco,12/21/2021,2604.00,409,261
Jehu Rudeforth,USA,Fruit & Nut Bars,12/21/2021,2177.00,24,146
Marney O'Breen,India,After Nines,12/21/2021,7364.00,103,307
Husein Augar,New Zealand,Orange Choco,12/21/2021,2058.00,257,258
Andria Kimpton,New Zealand,Baker's Choco Chips,12/21/2021,16891.00,134,1127
Kaine Padly,New Zealand,Choco Coated Almonds,12/21/2021,15533.00,71,1110
Oby Sorrel,Canada,Caramel Stuffed Bars,12/21/2021,15694.00,65,714
Wilone O'Kielt,Australia,Almond Choco,12/21/2021,5509.00,16,276
Kaine Padly,UK,Choco Coated Almonds,12/21/2021,6174.00,209,386
Dotty Strutley,USA,Orange Choco,12/21/2021,1295.00,80,162
Oby Sorrel,New Zealand,Fruit & Nut Bars,12/21/2021,2366.00,11,182
Marney O'Breen,India,Fruit & Nut Bars,12/21/2021,532.00,84,45
Husein Augar,India,Mint Chip Choco,12/21/2021,735.00,231,53
Jan Morforth,UK,After Nines,12/22/2021,4102.00,145,158
Gigi Bohling,UK,Manuka Honey Choco,12/22/2021,4634.00,248,160
Van Tuxwell,USA,Eclairs,12/22/2021,980.00,201,76
Brien Boise,New Zealand,50% Dark Bites,12/22/2021,3472.00,112,386
Kelci Walkden,India,White Choc,12/22/2021,15673.00,141,1425
Gigi Bohling,UK,White Choc,12/22/2021,9177.00,28,706
Marney O'Breen,USA,Milk Bars,12/22/2021,1113.00,56,36
Ches Bonnell,USA,Eclairs,12/22/2021,2506.00,143,140
Husein Augar,Canada,Mint Chip Choco,12/22/2021,658.00,255,35
Camilla Castle,Australia,After Nines,12/22/2021,4487.00,162,167
Dennison Crosswaite,UK,Manuka Honey Choco,12/22/2021,5866.00,33,184
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,12/22/2021,14959.00,142,680
Roddy Speechley,UK,50% Dark Bites,12/22/2021,6356.00,233,454
Kelci Walkden,New Zealand,Caramel Stuffed Bars,12/22/2021,308.00,80,11
Dotty Strutley,Australia,Mint Chip Choco,12/22/2021,7259.00,345,519
Camilla Castle,India,Drinking Coco,12/22/2021,2954.00,595,114
Jehu Rudeforth,Australia,85% Dark Bars,12/23/2021,490.00,217,22
Marney O'Breen,New Zealand,Baker's Choco Chips,12/23/2021,9898.00,79,1100
Curtice Advani,Australia,Milk Bars,12/23/2021,19789.00,35,683
Ches Bonnell,Canada,Orange Choco,12/23/2021,2793.00,285,399
Van Tuxwell,Canada,Baker's Choco Chips,12/23/2021,16443.00,117,1645
Beverie Moffet,Australia,Eclairs,12/23/2021,5012.00,146,295
Karlen McCaffrey,Australia,Milk Bars,12/23/2021,861.00,22,31
Madelene Upcott,New Zealand,50% Dark Bites,12/23/2021,6370.00,17,531
Jan Morforth,Australia,Orange Choco,12/23/2021,4333.00,127,723
Marney O'Breen,India,Peanut Butter Cubes,12/23/2021,2653.00,22,103
Mallorie Waber,USA,Manuka Honey Choco,12/23/2021,1981.00,28,80
Husein Augar,UK,Orange Choco,12/23/2021,525.00,3,41
Oby Sorrel,New Zealand,99% Dark & Pure,12/23/2021,315.00,166,14
Wilone O'Kielt,Australia,Orange Choco,12/23/2021,889.00,31,127
Oby Sorrel,Canada,70% Dark Bites,12/23/2021,2954.00,444,269
Jehu Rudeforth,Canada,Baker's Choco Chips,12/23/2021,7497.00,122,536
Madelene Upcott,UK,Peanut Butter Cubes,12/23/2021,4753.00,197,199
Kelci Walkden,USA,Caramel Stuffed Bars,12/23/2021,7490.00,70,268
Ches Bonnell,New Zealand,50% Dark Bites,12/23/2021,5355.00,7,536
Gigi Bohling,Australia,Organic Choco Syrup,12/23/2021,5642.00,6,189
Husein Augar,USA,99% Dark & Pure,12/23/2021,3885.00,308,243
Gigi Bohling,India,Orange Choco,12/23/2021,161.00,73,27
Barr Faughny,UK,Fruit & Nut Bars,12/23/2021,896.00,33,60
Husein Augar,UK,Baker's Choco Chips,12/24/2021,938.00,50,86
Marney O'Breen,New Zealand,Almond Choco,12/24/2021,11235.00,113,489
Kelci Walkden,New Zealand,Fruit & Nut Bars,12/24/2021,3066.00,125,192
Jan Morforth,New Zealand,Spicy Special Slims,12/24/2021,1610.00,29,68
Dotty Strutley,UK,99% Dark & Pure,12/24/2021,2450.00,152,107
Rafaelita Blaksland,USA,White Choc,12/24/2021,5271.00,178,406
Andria Kimpton,India,Eclairs,12/24/2021,3262.00,282,233
Rafaelita Blaksland,UK,Manuka Honey Choco,12/24/2021,3647.00,327,114
Madelene Upcott,Canada,Almond Choco,12/24/2021,875.00,40,55
Oby Sorrel,India,Milk Bars,12/24/2021,5271.00,166,189
Camilla Castle,India,Smooth Sliky Salty,12/24/2021,693.00,289,37
Camilla Castle,Canada,Baker's Choco Chips,12/24/2021,2667.00,231,178
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/24/2021,1449.00,303,61
Husein Augar,Australia,Peanut Butter Cubes,12/24/2021,644.00,420,27
Ches Bonnell,New Zealand,Almond Choco,12/24/2021,11788.00,195,786
Karlen McCaffrey,Canada,70% Dark Bites,12/24/2021,385.00,199,33
Dotty Strutley,Canada,Fruit & Nut Bars,12/24/2021,238.00,2,14
Camilla Castle,India,Raspberry Choco,12/24/2021,189.00,123,9
Barr Faughny,Australia,Choco Coated Almonds,12/24/2021,5642.00,7,314
Jehu Rudeforth,Canada,85% Dark Bars,12/24/2021,11858.00,61,659
Jehu Rudeforth,Australia,Spicy Special Slims,12/24/2021,3584.00,333,171
Brien Boise,USA,White Choc,12/24/2021,3808.00,132,347
Jan Morforth,India,70% Dark Bites,12/24/2021,2611.00,175,238
Roddy Speechley,India,Peanut Butter Cubes,12/24/2021,3045.00,217,127
Jehu Rudeforth,India,White Choc,12/24/2021,5369.00,122,448
Mallorie Waber,India,50% Dark Bites,12/24/2021,10353.00,76,1036
Roddy Speechley,Australia,Milk Bars,12/24/2021,4613.00,211,171
Camilla Castle,UK,85% Dark Bars,12/24/2021,3311.00,113,166
Van Tuxwell,New Zealand,Raspberry Choco,12/24/2021,9212.00,19,658
Beverie Moffet,Australia,Orange Choco,12/24/2021,49.00,306,4
Jehu Rudeforth,India,Spicy Special Slims,12/24/2021,4844.00,40,202
Mallorie Waber,USA,Raspberry Choco,12/24/2021,2513.00,23,120
Gigi Bohling,USA,Mint Chip Choco,12/24/2021,16653.00,13,1041
Kelci Walkden,Australia,Eclairs,12/24/2021,0.00,285,0
Van Tuxwell,Australia,85% Dark Bars,12/24/2021,3052.00,64,161
